title,link,label
Uruguay president-elect says Uruguay must respect diplomatic relationship with Venezuela,,World & Politics
Egyptian coach heading home after two years of service,https://www.thestar.com.my/sport/others/2024/12/04/egyptian-coach-heading-home-after-two-years-of-service,Sports
firms boost capital as holds,,Business & Economy
"Chimpanzees upping their tool game, says",,People and Living
Three Balkan capitals among world's most polluted cities,,People and Living
shipping costs likely to remain high amid tariff threats,,Business & Economy
Actor breakup rumours after deleting post,,Entertainment & Style
The that no one will read,,People and Living
Alphabet's Waymo to expand to Miami,,Science & Technology
Gukesh Dommaraju: Indian teen with chess world at his finger tips,,People and Living
Haute horlogerie is hardened to unite with art at TimeForArt 2024,,Entertainment & Style
Soccer-De Ketelaere steals the show as Atalanta run riot against Young Boys,https://www.thestar.com.my/sport/football/2024/11/27/soccer-de-ketelaere-steals-the-show-as-atalanta-run-riot-against-young-boys,Sports
StarSilver: The queen’s gambit,,Health and Family
Huawei launches phones that run on self-developed operating system,,World & Politics
Thirty years of PlayStation: How Nintendo's snub created a gaming giant,,Science & Technology
Businesses US economy grows slightly in recent,,Business & Economy
Opening the door to new connections in George Town,,People and Living
AGC rejects one of Azman's legal representation on sexual assault charge,,Crime
"Nearly 1,000 held in Pakistan after pro-Khan protests",https://www.thestar.com.my/news/world/2024/11/27/supporters-of-pakistan039s-imran-khan-call-off-protest-local-media-says,World & Politics
US judge will not delay Google search trial for DOJ switch to Trump administration,,Crime
launches support for caregivers,,World & Politics
Singaporean actor Ryan Lian says ‘society is sick’ after netizens laugh at him for being slashed in the face,https://www.thestar.com.my/lifestyle/entertainment/2024/11/28/singaporean-actor-ryan-lian-says-society-is-sick-after-netizens-laugh-at-him-for-being-slashed-in-the-face,Entertainment & Style
Cricket-Incoming Australia boss sees tough transition for ageing team,https://www.thestar.com.my/sport/cricket/2024/12/05/cricket-incoming-australia-boss-sees-tough-transition-for-ageing-team,Sports
"Opinion: It's the season for scams, so here's a piece of advice: Never do business with strangers",,Business & Economy
Emotional moment as wife receives husband's posthumous degree at USM convocation,https://www.thestar.com.my/news/nation/2024/11/23/emotional-moment-as-wife-receives-husband039s-posthumous-degree-at-usm-convocation,Education
"White truffles, Italy's gold, menaced by climate change",,People and Living
Elton John says he has lost his eyesight and struggles to see his new stage musical,,Entertainment & Style
Traditional Sabahan recipes get the spotlight at Oitom by chef Peter Lee,,People and Living
Power of collective bargaining: Can Asean address green issues effectively?,https://www.thestar.com.my/news/environment/2023/12/02/power-of-collective-bargaining-can-asean-address-green-issues-effectively,Environment
Malaysians are battling over growing mountains of waste,https://www.thestar.com.my/news/environment/2024/07/15/malaysians-are-battling-over-growing-mountains-of-waste,Environment
Asia bears the brunt of air pollution,https://www.thestar.com.my/lifestyle/health/2023/09/15/asia-bears-the-brunt-of-air-pollution,Environment
Starchild: why Malaysian children love the colour red,,Health and Family
Bursa Malaysia ends higher as utility_program stocks rally,,Business & Economy
Noted! Post-It therapy transforms New York subway,,People and Living
Huawei commits to shaping Malawi's digital future by investing in youth,https://www.thestar.com.my/news/world/2024/11/27/huawei-commits-to-shaping-malawi039s-digital-future-by-investing-in-youth,Science & Technology
Heat that kills: temperature at which the body breaks,,Environment
Japanese prosecutor apologize to Hakamada after acquittal,,Crime
‘Produce employable grads’,,Education
Reducing your Netflix footprint: A guide to sustainable streaming,https://www.thestar.com.my/tech/tech-news/2024/12/08/reducing-your-netflix-footprint-a-guide-to-sustainable-streaming,Science & Technology
Malaysia bags 20 medals at Special Olympics Asia Pacific Games in New,,People and Living
Myanmar's foreign trade exceeds US$15.4bil from to October,,Business & Economy
Immigration Dept arrests 119 illegals in raid on Pandan Mewah apartment,,Crime
Dear Thelma: Boss's rage is out of control – what do we do?,,People and Living
Verdict due next border in Marine Le Pen's EU graft charges trial,,Crime
700 expected to join Lenggang Kebaya 2024 Flashmob in Kuala Lumpur,,People and Living
China to extend tariff exemptions for some US products to 2025,https://www.thestar.com.my/business/business-news/2024/11/29/china-to-extend-tariff-exemptions-for-some-us-products-to-2025,Business & Economy
Taiwan's Foxconn says global manufacturing footprint to shield it from Trump's tariffs,,Science & Technology
motion to gazette Orang Asli villages supported at Selangor state assembly,,World & Politics
StarSilver: When care feels like letting go,,Health and Family
What makes Cher's style so iconic – from her face to hair and clothes,,Entertainment & Style
"Soccer-Confidence fuels Atalanta's impressive form, says Gasperini",https://www.thestar.com.my/sport/football/2024/11/27/soccer-confidence-fuels-atalanta039s-impressive-form-says-gasperini,Sports
Japan's powerhouse 'Dragon Ball' turns today,,Travel and Culture
"Cop World_Health_Organization punched deaf e-hailing driver under disciplinary probe, Dewan Rakyat told",,Crime
Business confidence on the rise - MIER,https://www.thestar.com.my/business/business-news/2024/11/27/business-confidence-on-the-rise---mier,Business & Economy
‘Dubai chocolate’ craze hits Europe as Swiss brand serves up Middle Eastern flavours,https://www.thestar.com.my/lifestyle/living/2024/11/19/dubai-chocolate-craze-hits-europe-as-swiss-brand-serves-up-middle-eastern-flavours,People and Living
"Number of registered students nears 290,000",,Education
Make not Ukrainian chefs train in France,,People and Living
"Universities must not be an avenue for bullying, says Sultan of Pahang",,Education
Making sure Malayan tiger keeps,,Environment
Stopping the cow burps: Scientists seek miracle pill to stop methane cow burps,,People and Living
Bullying of green-skinned in 'Wicked' discrimination,,Entertainment & Style
"Over 40,000 kids getting special needs education",https://www.thestar.com.my/news/nation/2024/12/04/over-40000-kids-getting-special-needs-education,Education
"Ask The Expert: go all out your dressing, the maximalist fashion way",,Entertainment & Style
"As data centres proliferate, conflict with local community follows",,Science & Technology
attend Hindraf anniversary,,World & Politics
gallery four months after land,,Business & Economy
Fierce debate over on plastic output as treaty deadline looms,,Business & Economy
Italian startup iGenius and Nvidia to build major AI system,https://www.thestar.com.my/tech/tech-news/2024/12/05/italian-startup-igenius-and-nvidia-to-build-major-ai-system,Science & Technology
Dear Thelma: My love for has and I’m not it can reignited,,People and Living
New mpox case detected in Malaysia,https://www.thestar.com.my/news/nation/2024/11/27/new-mpox-case-detected-in-malaysia,Health and Family
Bermaz Auto’s distributorship for EVs not move needle,,Business & Economy
Young people get boost from working in,,Environment
How metabolic syndrome uniquely affects men,https://www.thestar.com.my/lifestyle/health/2024/12/05/how-metabolic-syndrome-uniquely-affects-men,Health and Family
"News Analysis - Is there a better, more holistic way to track the health of Singapore’s MRT system?",https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/news-analysis---is-there-a-better-more-holistic-way-to-track-the-health-of-singapores-mrt-system,Health and Family
Ringgit rises as prey minutes signal US interest rate cuts ahead,,Business & Economy
"Hybrid work won't become 'new normal' for M'sian employees, allege MEF",,Business & Economy
Penang formulating action plan to achieve gender inclusiveness ideals,https://www.thestar.com.my/metro/metro-news/2024/11/27/penang-formulating-action-plan-to-achieve-gender-inclusiveness-ideals,People and Living
"Cricket-Far from 'too slow', Starc wins Jaiswal duel in Adelaide",https://www.thestar.com.my/sport/cricket/2024/12/06/cricket-far-from-039too-slow039-starc-wins-jaiswal-duel-in-adelaide,Sports
"MyJPJ website, app down for maintenance from 6pm today (Dec 6) until Dec 8, includes MySikap",,Science & Technology
US FDA cited animal lab at Neuralink ‘objectionable conditions’,,Science & Technology
Byeon Woo-seok of 'Lovely Runner' to join IU in romance series,,Entertainment & Style
OECD warns of protectionism risk to global growth outlook,https://www.thestar.com.my/business/business-news/2024/12/04/oecd-warns-of-protectionism-risk-to-global-growth-outlook,Business & Economy
Singaporean actor Lian says ‘society is sick’ netizens laugh at him for being slashed in the face,,Entertainment & Style
"Love Penang Run disembowel over 10,000 participants",,World & Politics
BYD asks suppliers to cut prices as China auto war intensifies,,World & Politics
"Soccer-Barcelona need to show quality on consistent basis, says Flick",https://www.thestar.com.my/sport/football/2024/12/08/soccer-barcelona-need-to-show-quality-on-consistent-basis-says-flick,Sports
"Plan ahead but be ready to take succeed, Fahmi advises the youth",,Business & Economy
"More than 120,000 Year 1 students have not mastered basic reading and writing skills, says Fadhlina",,Education
"UPNM bullying case: Five cadets expelled, ordered to pay compensation to govt",,Crime
Australia’s economic growth remains sluggish,,Business & Economy
"Beautician's dream turns nightmare after losing RM150,000 to scam",,Crime
Uruguay president-elect says Uruguay must respect diplomatic relationship with Venezuela,,World & Politics
"new HIV cases to date, but decrease is not fast enough",,Health and Family
Vietnam urges US to lift some export,,Science & Technology
Saudi Arabia approves 2025 budget with of 26.88 USD,,Business & Economy
New U.S. drug causes 20 pct weigh loss in early results: report,https://www.thestar.com.my/news/world/2024/11/27/new-us-drug-causes-20-pct-weigh-loss-in-early-results-report,Business & Economy
Putatan flasher jailed six months for exposing himself to woman,,Crime
Edinburgh’s ‘alternative’ tour guides show a different side of the city,,Travel and Culture
"Foreign investors expect opportunities in the south - Large projects taking shape in provinces, HCM City",,Business & Economy
The Berlin Wall is off by piece souvenirs,,People and Living
Actor Huang Xiaoming fuels breakup rumours after deleting post about girlfriend,https://www.thestar.com.my/lifestyle/entertainment/2024/12/02/actor-huang-xiaoming-fuels-breakup-rumours-after-deleting-post-about-girlfriend,Entertainment & Style
Saving the Romanian sanctuary seeks to save its bears as hunting ban,,People and Living
This seasonal infection be potentially,,Health and Family
Health Ministry to meet nurses' unions to discuss increase in working hour,,Health and Family
Haute horlogerie is set to unite with art at TimeForArt 2024,https://www.thestar.com.my/lifestyle/style/2024/11/29/time-to-celebrate-creativity,Entertainment & Style
"Air increase in revenue, says MB",,Business & Economy
From Cambodia to Parliament: Dr Wee fulfils duty as military_policeman shortly after trip abroad,,World & Politics
Qatar breaks ground for world's largest blue ammonia_water plant,,World & Politics
Penang formulating action plan to achieve gender inclusiveness ideals,,People and Living
IJM corporation expects more resilient outlook across segments,,Business & Economy
executives call for innovative to address disease,,Health and Family
'Abu kong-kong': The joy of fishing with a simple and classic technique,https://www.thestar.com.my/lifestyle/travel/2024/12/03/039abu-kong-kong039-the-joy-of-fishing-with-a-simple-and-classic-technique,Travel and Culture
A HELPing hand for SJK Tamil Kuang,,Education
How can support students,,People and Living
"army ready for dialogue with junta, with help",,World & Politics
Goldman sees slower pace of Asia rate cuts on US tariff risks,,Business & Economy
"Apple plans three-year modem rollout to compete with Qualcomm, Bloomberg News reports",https://www.thestar.com.my/tech/tech-news/2024/12/07/apple-plans-three-year-modem-rollout-to-compete-with-qualcomm-bloomberg-news-reports,Science & Technology
California to provide rebates for zero-emission vehicles if federal tax credit eliminated by incoming Trump administration,https://www.thestar.com.my/news/world/2024/11/27/california-to-provide-rebates-for-zero-emission-vehicles-if-federal-tax-credit-eliminated-by-incoming-trump-administration,Business & Economy
New documentary resurrects a once-forgotten anti-apartheid photographer,https://www.thestar.com.my/lifestyle/culture/2024/11/29/new-documentary-resurrects-a-once-forgotten-anti-apartheid-photographer,Travel and Culture
Woman in cyanide case 14 new charges,,Crime
diva Wong support to Leah Beijing concert,,Entertainment & Style
"Trump cabinet picks targeted with bomb threats, 'swatting', spokesperson says",https://www.thestar.com.my/news/world/2024/11/28/trump-cabinet-nominees-targeted-with-bomb-threats-039swatting039-spokesperson-says,World & Politics
firms boost capital expenditure as confidence holds up,,Business & Economy
Vietnam in need of faster fund disbursement,https://www.thestar.com.my/business/business-news/2024/12/05/vietnam-in-need-of-faster-fund-disbursement,Business & Economy
Pennsylvania Youth proposes Takiyuddin to replace Hamzah as new PN sec-gen,,World & Politics
chocolate’ craze hits Europe Swiss brand up Middle flavours,,People and Living
She introduced Jazzercise to Malaysia 40 years ago and still teaches it today,,Health and Family
'Harry Potter' star Rupert Grint ordered to pay RM10.mil after losing legal battle,,Entertainment & Style
Soccer-Milan overcome Slovan Bratislava in 3-2 win,https://www.thestar.com.my/sport/football/2024/11/27/soccer-milan-overcome-slovan-bratislava-in-3-2-win,Sports
How to yourself from checking phone when at work,,People and Living
Kenya launches surveillance net to curb forest fires,,Environment
"education Ministry assessing damage to schools affected by floods, says Fadhlina",,Education
Career: Gaps on your resume aren't a deal breaker,,People and Living
Take point and turn to oversized cocktail rings to dress up your fingers,,Entertainment & Style
US most wanted terrorist since 2009 arrested in the UK,,Crime
Remembering the dapper (and just too cute) style of ‘Menswear Dog’ Bodhi,https://www.thestar.com.my/lifestyle/style/2024/11/29/remembering-the-dapper-and-just-too-cute-style-of-menswear-dog-bodhi,Entertainment & Style
'Rats with wings': Do pigeons get a bum rap?,,People and Living
Imee Ooi set to celebrate the spiritual essence of music at KLPac,https://www.thestar.com.my/lifestyle/culture/2024/12/05/imee-ooi-set-to-celebrate-the-spiritual-essence-of-music-at-klpac,Travel and Culture
Motor racing-McLaren on course for title after front row sweep,https://www.thestar.com.my/sport/motorsport/2024/12/08/motor-racing-mclaren-on-course-for-title-after-front-row-sweep,Sports
Man gets two years for using fake RM100 note,,Crime
"Ronny Chieng picks Malaysia arsenic the greatest Asian country, pokes fun at Singapore",,Entertainment & Style
Indonesian employers call for no changes to minimum wage setting,,World & Politics
Chanel's answer to having a chief designer... is to double down on China?,,Entertainment & Style
"HK celeb couple Tavia Yeung & Him Law rent feng shui home for RM34K a month, layout said to boost Best Actor odds",,Entertainment & Style
Pair up with a buddy for that extra motivation to exercise,https://www.thestar.com.my/lifestyle/health/two-fit/2024/12/06/pair-up-with-a-buddy-for-that-extra-motivation-to-exercise,Health and Family
Nine months’ jail for Singapore maid who beat dog which later died,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/nine-months-jail-for-singapore-maid-who-beat-dog-which-later-died,Crime
Taiwanese musician-director Liu Chia-chang dies of cancer at 81,https://www.thestar.com.my/lifestyle/entertainment/2024/12/04/taiwanese-musician-director-liu-chia-chang-dies-of-cancer-at-81,Entertainment & Style
Alphabet's Waymo to expand ride-hailing military_service to Miami,,Science & Technology
‘Students will only take school seriously if there are exams’,https://www.thestar.com.my/news/education/2024/11/24/students-will-only-take-school-seriously-if-there-are-exams,Education
"Left unchecked, domestic violence can get worse and even lead to death",https://www.thestar.com.my/lifestyle/family/2024/11/22/breaking-out-of-the-vicious-cycle,Health and Family
King issues stern warning to UPNM,https://www.thestar.com.my/news/nation/2024/12/04/king-issues-stern-warning-to-upnm,Education
Katz Tales: The iron paw in the velvet glove,,People and Living
Meta buys credit_rating from four big US solar projects,,Science & Technology
Rugby-South Africa rugby unions reject equity deal from Ackerley Sports Group,https://www.thestar.com.my/sport/rugby/2024/12/06/rugby-south-africa-rugby-unions-reject-equity-deal-from-ackerley-sports-group,Sports
"Palantir, Anduril sign partnership for AI training in defense",,Science & Technology
Alpine skiing-Switzerland's Murisier wins men's World Cup downhill at Beaver Creek,https://www.thestar.com.my/sport/others/2024/12/07/alpine-skiing-switzerland039s-murisier-wins-men039s-world-cup-downhill-at-beaver-creek,Sports
"Hotel prices may soon soar in London, thanks to tourist tax",,Travel and Culture
"Meet the man selling 50,000 coloured pencils at Tehran's distinguished Bazaar",,People and Living
What did you think of this? Please leave a review.,,Science & Technology
Annie Yi and Yu's opens up about parents' divorce: a bad,,Entertainment & Style
A in the sea: Tradition of fishing on horseback on the Belgian coast,,People and Living
Fed officials keep options open for rate cut,https://www.thestar.com.my/business/business-news/2024/12/04/fed-officials-keep-options-open-for-rate-cut,Business & Economy
Nationwide shopping campaign begins; look out for airfare and hotel deals,,Travel and Culture
Singapore factory output rises at slower pace of in October,,Business & Economy
Musk uses X to push his preferred political picks. Trump isn't always swayed,,World & Politics
"Soccer-Juve must build on AC Milan draw when facing Emery's Villa, says Motta",https://www.thestar.com.my/sport/football/2024/11/27/soccer-juve-must-build-on-ac-milan-draw-when-facing-emery039s-villa-says-motta,Sports
"91.6% of Facebook content removed linked to gambling, scams",,Crime
"The year's best luxury hotel brands in the world, according to this organisation",https://www.thestar.com.my/lifestyle/travel/2024/11/27/the-year039s-best-luxury-hotel-brands-in-the-world-according-to-this-organisation,Travel and Culture
WHO lists priority pathogens for vaccine development,,Health and Family
Motor racing-McLaren taking nothing for granted with constructors' championship in sight,https://www.thestar.com.my/sport/motorsport/2024/11/22/motor-racing-mclaren-taking-nothing-for-granted-with-constructors039-championship-in-sight,Sports
Delivery rider gets jail for wife and son,,Crime
Make food not war: Ukrainian chefs train in France,,People and Living
Developers advised to embrace Ra,,Business & Economy
Byeon Woo-seok 'Lovely Runner' IU in romance series,,Entertainment & Style
Favourable showing likely for builder in 4Q,,Business & Economy
Youths feel they receive less support but more pressure,https://www.thestar.com.my/lifestyle/family/2024/11/25/youths-feel-they-receive-less-support-but-more-pressure,Health and Family
Cricket-South Africa 80-4 after rain-affected first day v Sri Lanka,https://www.thestar.com.my/sport/cricket/2024/11/27/cricket-sri-lanka-opt-to-bowl-v-south-africa-in-first-test,Sports
Penang cops nab 11 members of organised crime in special ops,https://www.thestar.com.my/news/nation/2024/11/27/penang-cops-nab-11-members-of-organised-crime-in-special-ops,Crime
"Japanese poet Shuntaro Tanikawa, master of modern free verse, dies at 92",https://www.thestar.com.my/lifestyle/culture/2024/11/20/japanese-poet-shuntaro-tanikawa-master-of-modern-free-verse-has-died-at-92,Travel and Culture
University chancellor conferred fellowship for his contribution,,Education
"How to cook in jungle bamboo, rocks",,Travel and Culture
lovers go for viral pistachio Dubai chocolate Germany,,People and Living
Meta to invest $10 billion for Louisiana data center,,Science & Technology
Why using nicknames in always a good idea,,People and Living
Free Russian course for M’sians,https://www.thestar.com.my/news/education/2024/12/01/free-russian-course-for-msians,Education
Pakistan arrested in pro-Khan march,,Crime
Cantillon's 'primitive' lambic beers draw crowds to brewery in Belgium,,People and Living
"Floods claim two lives, evacuee numbers soar in Kelantan, Terengganu",https://www.thestar.com.my/news/nation/2024/11/27/floods-claim-two-lives-evacuee-numbers-soar-in-kelantan-terengganu,Environment
Actor Gong Yoo return with mystery melodrama ‘The Trunk’,,Entertainment & Style
KLK 4Q profit plunges on RM180mil impairment,https://www.thestar.com.my/business/business-news/2024/11/27/klk-4q-profit-plunges-on-rm180mil-impairment,Business & Economy
Super Micro Computer gets extension to delayed report,,Science & Technology
U.S. pharmacy giant CVS pulls pictures of executive leadership,https://www.thestar.com.my/news/world/2024/12/07/us-pharmacy-giant-cvs-pulls-pictures-of-executive-leadership,Science & Technology
Favourable showing likely for builders in 4Q,https://www.thestar.com.my/business/business-news/2024/12/09/favourable-showing-likely-for-builders-in-4q,Business & Economy
Motor racing-Hamilton 'massively under-estimated' how hard his long goodbye would be,https://www.thestar.com.my/sport/motorsport/2024/12/06/motor-racing-hamilton-039massively-under-estimated039-how-hard-his-long-goodbye-would-be,Sports
Youngster Isabelle  upstages  Paris Olympian Rouxin again  at SEA Age-Group meet,https://www.thestar.com.my/sport/swimming/2024/12/08/youngster-isabelle-upstages-paris-olympian-rouxin-again-at-sea-age-group-meet,Sports
Three capitals among world's 10 most polluted,,People and Living
Supporters of jailed ex-PM Khan clear from Pakistan capital's centre,,Crime
Improving lives: A boxing club Greenland helps fight suicide scourge,,Health and Family
wanted terrorist in the UK,,Crime
From snow to surf: Occitanie in southern France has a of landscapes,,Travel and Culture
"Upbeat outlook for builders on strong order book, expansion",https://www.thestar.com.my/business/business-news/2024/12/04/upbeat-outlook-for-builders-on-strong-order-book-expansion,Business & Economy
Oximeter readings on darker skin people not accurate,https://www.thestar.com.my/lifestyle/health/2024/11/24/oximeter-readings-on-darker-skin-people-not-accurate,Health and Family
University chancellor conferred fellowship for his contribution,,Education
Interview: Devastating floods in Spain underscores urgency to address climate change -- expert,,Environment
This AI creates street-view images from sound,,Science & Technology
StarSilver: The menopause queen’s gambit,,Health and Family
Motor racing-Piastri expects to be back on equal terms with Norris,https://www.thestar.com.my/sport/motorsport/2024/11/21/motor-racing-piastri-expects-to-be-back-on-equal-terms-with-norris,Sports
Deck yourself with exquisite jewellery for the year-end festive season,https://www.thestar.com.my/lifestyle/style/2024/12/06/deck-yourself-with-exquisite-jewellery-for-the-year-end-festive-season,Entertainment & Style
fusion of old and new at Chinatown festival,,Entertainment & Style
"Motor racing-Mick Schumacher leaves Mercedes, Bottas in talks",https://www.thestar.com.my/sport/motorsport/2024/11/28/motor-racing-mick-schumacher-leaves-mercedes-f1-team-reserve-role,Sports
How to prepare your child for a trip to the dentist,,Health and Family
Google introduces AI agent that aces 15-day weather forecasts,,Science & Technology
OpenAI launches $200 ChatGPT subscription for research use,,Science & Technology
"In Germany, they find treasure in waste",,Environment
Soccer-Chelsea stay perfect in WSL after 4-2 win over battling Brighton,https://www.thestar.com.my/sport/football/2024/12/09/soccer-chelsea-stay-perfect-in-wsl-after-4-2-win-over-battling-brighton,Sports
How this Malaysian with phocomelia stood up to a bully in high school,,People and Living
Indonesian Ombudsman urges transparent probe fatal Semarang shooting,,Crime
Ramdan keeps spirit high although future is looking dim,https://www.thestar.com.my/sport/motorsport/2024/12/06/ramdan-keeps-spirit-high-although-future-is-looking-dim,Sports
UNICEF bln USD to help 51 mln children in 2025,,Science & Technology
Elton John says he has lost his eyesight and struggles to witness his new stage musical,,Entertainment & Style
Vietnam PM hopes US will country market economy,,Business & Economy
Malaysia draw 2-2 with Cambodia in first AFF Cup group match,https://www.thestar.com.my/sport/football/2024/12/08/malaysia-draw-2-2-with-cambodia-in-first-aff-cup-group-match,Sports
"The DOE has been looking after Malaysia's land, air and sea for 50 years",,Environment
Motor racing-McLaren and Ferrari fight for title as Hamilton ends an era,https://www.thestar.com.my/sport/motorsport/2024/12/04/motor-racing-mclaren-and-ferrari-fight-for-title-as-hamilton-ends-an-era,Sports
"Bitcoin option trade shows more bets on retreat after failing to breach $100,000",,Science & Technology
Unlocking global teaching opportunities,https://www.thestar.com.my/news/education/2024/11/24/unlocking-global-teaching-opportunities,Education
Velvet’s debuts solo with ‘Like A Flower’,,Entertainment & Style
Azerbaijan to drill first onshore horizontal well in history,https://www.thestar.com.my/news/world/2024/12/07/azerbaijan-to-drill-first-onshore-horizontal-well-in-history,Science & Technology
Qatar breaks ground for world's largest blue ammonia plant,,World & Politics
Experts: Making secondary education compulsory the right move,https://www.thestar.com.my/news/nation/2024/12/05/experts-making-secondary-education-compulsory-the-right-move,Education
Flourish In Style,,Entertainment & Style
Death of Army cadet undergoing officer training under probe,,Crime
Crude futures settle lower,https://www.thestar.com.my/news/world/2024/11/27/crude-futures-settle-lower,Business & Economy
The first step is the hardest,,Environment
Dear Thelma: generosity created cycle of dependency in brother,,People and Living
"At work, 'Jekyll and Hyde' leadership can be more harmful than you might think",,People and Living
"1,000 held in Pakistan after protests",,World & Politics
"Big, red, and smashing it: Who is Red Hulk in Marvel Comics?",,Travel and Culture
An app that predicts and maps cholera outbreaks,https://www.thestar.com.my/lifestyle/health/2024/12/02/an-app-that-predicts-and-maps-cholera-outbreaks,Health and Family
HK-born conductor Elim Chan wants to shake up ‘dinosaur’ orchestras,https://www.thestar.com.my/lifestyle/culture/2024/12/07/hk-born-conductor-elim-chan-wants-to-shake-up-dinosaur-orchestras,Travel and Culture
Woman gets month's for leaving children unsupervised two days,,Crime
scholar and STDs,,Education
Oscars and our of brotherly love,,Entertainment & Style
How air pollution triggers cancer growth in the lungs,https://www.thestar.com.my/lifestyle/health/2022/09/24/how-air-pollution-triggers-cancer-growth-in-the-lungs,Environment
‘We are all responsible for our planet’,,Education
Should you still to code in an world?,,Science & Technology
"UMS partners with Slovenia’s ISSBS to advance open science, research innovation",,Education
Scotch whisky meets Indian cuisine Indiana this collaboration menu at Nadodi,,People and Living
"Astrophysics, poetry, dance and art converge in ‘Meniti Cakerawala’ theatre show in KL",https://www.thestar.com.my/lifestyle/culture/2024/12/02/astrophysics-poetry-dance-and-art-converge-in-meniti-cakerawala-theatre-show-in-kl,Travel and Culture
Collective approach key for future prosperity,,Business & Economy
Starchild: Why Malaysian kids dream of meeting their book characters,,Health and Family
Scotch whisky meets Indian cuisine in this collaboration menu at Nadodi,https://www.thestar.com.my/lifestyle/living/tipsy-turvy/2024/11/09/scotch-whisky-meets-indian-cuisine-in-this-collaboration-menu-at-nadodi,People and Living
Soccer-Noslin hat-trick lifts Lazio past Napoli into Coppa quarter-finals,https://www.thestar.com.my/sport/football/2024/12/06/soccer-noslin-hat-trick-lifts-lazio-past-napoli-into-coppa-quarter-finals,Sports
Swiss watchmaker Bovet 1822 embraces change while still keeping tradition alive,,Entertainment & Style
Legendary footballer Zinedine turns watch auctioneer for a good cause,,Entertainment & Style
Bad air is hurting the heart to death,,Environment
US FDA cited animal lab at Musk’s Neuralink ‘objectionable,,Science & Technology
immigration Dept arrests 119 illegals in raid on Pandan Mewah apartment,,Crime
"TVB actor washes dishes and waits tables in HK, earns up to RM228 a day",,Entertainment & Style
Alphabet's Waymo to expand ride-hailing services to Miami,,Science & Technology
Police cordon Indian palace as rivalry between royal brothers spark clashes,,Crime
to gazette Orang Asli villages supported at Selangor state,,World & Politics
"Mystery, volatility, Trump: The Bitcoin phenomenon",https://www.thestar.com.my/tech/tech-news/2024/12/06/mystery-volatility-trump-the-bitcoin-phenomenon,Science & Technology
Malaysian senior Ironwomen show that age is no barrier to strength and endurance,,Health and Family
UPNM bullying case: Five cadets ordered to pay compensation to,,Crime
"Nvidia to build AI research, data centres in Vietnam with",,Science & Technology
"UPNM enhance safety measures to prevent bullying, says Minister",,Education
Dept arrests illegals in raid on Pandan Mewah apartment,,Crime
"2 killed, twenty-five injured as bus overturns in central Iran",,World & Politics
Brawner: It’s not I will take over VP Duterte’s security group,,World & Politics
Chanel's answer to not having a chief designer... is to double down on China?,,Entertainment & Style
An app that predicts and map cholera outbreaks,,Health and Family
Pompeii visitors issued personalised tickets with full names print on them,,Travel and Culture
Malaysian 2-storey bungalow in Puchong designed around adenine courtyard and fish pond,,People and Living
"'White Lotus' back in Feb, 'Harry Potter' TV series film in 2025",,Entertainment & Style
Novelist Naomi Wood's latest is an story collection,,Travel and Culture
Favourable showing likely for builders Indiana 4Q,,Business & Economy
UK counter terrorism police arrest six over 'PKK,,Crime
Small miracle in a giant world,,Environment
‘We are all our planet’,,Education
Namibia bolsters water infrastructure with Chinese assistance,,Science & Technology
Saving the bears: Romanian sanctuary seeks to save its bears as hunting ban lifted,,People and Living
"Tough M'sia to hit zero plastic target by 2030, says expert",,Environment
Mortlach Enters A New Era With Philippe Starck As Its Creative Director,,People and Living
Soccer-Ancelotti praises Real Madrid's return to form in Girona win,https://www.thestar.com.my/sport/football/2024/12/08/soccer-ancelotti-praises-real-madrid039s-return-to-form-in-girona-win,Sports
Free cloud skills training,,Education
names industry veterans to its amid CEO,,Science & Technology
What makes Cher's style so iconic – from her face to hair and clothes,https://www.thestar.com.my/lifestyle/style/2024/11/30/from-her-face-to-hair-and-clothes-a-look-at-what-makes-cher039s-style-so-iconic,Entertainment & Style
"Chimpanzees are upping their tool game, says study",https://www.thestar.com.my/lifestyle/living/2024/12/04/chimpanzees-are-upping-their-tool-game-says-study,People and Living
Nourish your hair with the right vitamins and minerals,,Health and Family
A nationwide journey to energy literacy,,Environment
Weighing tertiary edu price,,Education
"Malaysian archers hit the mark at Andaman Archery Championship in Satun, Thailand",https://www.thestar.com.my/lifestyle/travel/2024/11/19/take-a-bow-beautiful-satun,Travel and Culture
"Living without water: More than 420,000 kids affected by drought inch the Amazon",,Health and Family
Indonesian Ombudsman transparent probe of Semarang shooting,,Crime
UPNM intensifies steps to stop bullying culture,https://www.thestar.com.my/news/nation/2024/12/09/upnm-intensifies-steps-to-stop-bullying-culture,Education
Johor considering offering venues for 2027 SEA Games' football matches,https://www.thestar.com.my/news/nation/2024/11/27/johor-considering-offering-venues-for-2027-sea-games039-football-matches,Sports
Canada tip at fast-tracking refugee refusals,,World & Politics
Remembering the dapper (and just too cute) style of ‘Menswear Dog’ Bodhi,,Entertainment & Style
Fare: Beauty advent to kick off the festive season,,Entertainment & Style
Making mindful choices: Trading down helps people become financial literate,https://www.thestar.com.my/lifestyle/family/2024/12/06/making-mindful-choices-trading-down-helps-people-become-financial-literate,Health and Family
